OBJECTNUMMER;SELECTIE;LABEL;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
43;7529;"7529-9035";"POLYGON((4.8532862 52.3656991,4.8538887 52.3655587,4.8545771 52.3658627,4.8547303 52.3663129,4.8547304 52.3667622,4.8547791 52.3672118,4.8548617 52.3676616,4.855147 52.3681122,4.8553236 52.3683382,4.8555433 52.3685634,4.8557257 52.3690136,4.8557126 52.3694629,4.8554291 52.369911,4.8553038 52.3699947,4.8545655 52.3703386,4.85383 52.370446,4.8530965 52.3703881,4.8529731 52.3703493,4.852366 52.3700851,4.8521321 52.3698962,4.8516184 52.3694021,4.8525531 52.3674217,4.8525309 52.3673658,4.8532862 52.3656991))";"POLYGON((52.3656991 4.8532862,52.3655587 4.8538887,52.3658627 4.8545771,52.3663129 4.8547303,52.3667622 4.8547304,52.3672118 4.8547791,52.3676616 4.8548617,52.3681122 4.855147,52.3683382 4.8553236,52.3685634 4.8555433,52.3690136 4.8557257,52.3694629 4.8557126,52.369911 4.8554291,52.3699947 4.8553038,52.3703386 4.8545655,52.370446 4.85383,52.3703881 4.8530965,52.3703493 4.8529731,52.3700851 4.852366,52.3698962 4.8521321,52.3694021 4.8516184,52.3674217 4.8525531,52.3673658 4.8525309,52.3656991 4.8532862))";4.85367205;52.36800235;
44;7529;"7529-9035";"POLYGON((4.8513748 52.3690507,4.8513353 52.3689939,4.851232 52.368544,4.8512322 52.3680947,4.8513158 52.3676456,4.8516173 52.3671976,4.8522631 52.3667512,4.8527225 52.3663039,4.8527736 52.3662259,4.8514936 52.3690251,4.8513748 52.3690507))";"POLYGON((52.3690507 4.8513748,52.3689939 4.8513353,52.368544 4.851232,52.3680947 4.8512322,52.3676456 4.8513158,52.3671976 4.8516173,52.3667512 4.8522631,52.3663039 4.8527225,52.3662259 4.8527736,52.3690251 4.8514936,52.3690507 4.8513748))";4.8520028;52.3676383;
45;7529;"7529-9035";"POLYGON((4.9488445 52.342207,4.9481576 52.3419792,4.9480859 52.3419284,4.9477415 52.3415283,4.9473654 52.340593,4.9470847 52.3401777,4.9468461 52.3397275,4.9468403 52.3392781,4.9469324 52.3391216,4.9500353 52.3400028,4.9512203 52.3407288,4.9488445 52.342207))";"POLYGON((52.342207 4.9488445,52.3419792 4.9481576,52.3419284 4.9480859,52.3415283 4.9477415,52.340593 4.9473654,52.3401777 4.9470847,52.3397275 4.9468461,52.3392781 4.9468403,52.3391216 4.9469324,52.3400028 4.9500353,52.3407288 4.9512203,52.342207 4.9488445))";4.9490303;52.3406643;
46;7529;"7529-9035";"POLYGON((4.9493449 52.3422643,4.9500033 52.3418447,4.9505655 52.3421749,4.950284 52.3422402,4.9495498 52.3422878,4.9493449 52.3422643))";"POLYGON((52.3422643 4.9493449,52.3418447 4.9500033,52.3421749 4.9505655,52.3422402 4.950284,52.3422878 4.9495498,52.3422643 4.9493449))";4.9499552;52.34206625;
47;7529;"7529-9035";"POLYGON((4.8658878 52.3654901,4.8658711 52.3654635,4.8658687 52.3650142,4.8661568 52.364566,4.8663815 52.3644187,4.8670615 52.3641206,4.8673888 52.3640458,4.8699595 52.3646619,4.8706174 52.3648649,4.8705869 52.3650348,4.8702493 52.3654827,4.8700377 52.3656503,4.8693004 52.3659337,4.8685647 52.3660581,4.8683852 52.3661012,4.8675723 52.365885,4.8658878 52.3654901))";"POLYGON((52.3654901 4.8658878,52.3654635 4.8658711,52.3650142 4.8658687,52.364566 4.8661568,52.3644187 4.8663815,52.3641206 4.8670615,52.3640458 4.8673888,52.3646619 4.8699595,52.3648649 4.8706174,52.3650348 4.8705869,52.3654827 4.8702493,52.3656503 4.8700377,52.3659337 4.8693004,52.3660581 4.8685647,52.3661012 4.8683852,52.365885 4.8675723,52.3654901 4.8658878))";4.86824305;52.3650735;
48;7529;"7529-9035";"POLYGON((4.8680116 52.366191,4.8678287 52.366235,4.8670943 52.3662492,4.8663627 52.3660311,4.8661542 52.3659142,4.8660145 52.3656919,4.8680116 52.366191))";"POLYGON((52.366191 4.8680116,52.366235 4.8678287,52.3662492 4.8670943,52.3660311 4.8663627,52.3659142 4.8661542,52.3656919 4.8660145,52.366191 4.8680116))";4.86701305;52.36597055;
49;7529;"7529-9035";"POLYGON((4.8678712 52.3639456,4.8685904 52.3638574,4.8693241 52.3638838,4.8700564 52.3640487,4.8702903 52.3641347,4.8706676 52.3645858,4.8706546 52.3646591,4.8689007 52.3641684,4.8678712 52.3639456))";"POLYGON((52.3639456 4.8678712,52.3638574 4.8685904,52.3638838 4.8693241,52.3640487 4.8700564,52.3641347 4.8702903,52.3645858 4.8706676,52.3646591 4.8706546,52.3641684 4.8689007,52.3639456 4.8678712))";4.8692694;52.36425825;
50;6776;"6776-7529";"POLYGON((4.9217759 52.3882697,4.9212667 52.3881629,4.9211891 52.388098,4.9210294 52.3877126,4.9211975 52.3872838,4.9217297 52.3868166,4.9219384 52.3866789,4.9226195 52.3864141,4.9229163 52.3866728,4.9236887 52.387498,4.9236302 52.387582,4.9217759 52.3882697))";"POLYGON((52.3882697 4.9217759,52.3881629 4.9212667,52.388098 4.9211891,52.3877126 4.9210294,52.3872838 4.9211975,52.3868166 4.9217297,52.3866789 4.9219384,52.3864141 4.9226195,52.3866728 4.9229163,52.387498 4.9236887,52.387582 4.9236302,52.3882697 4.9217759))";4.92235905;52.3873419;
51;6776;"6776-7529";"POLYGON((4.9231461 52.3863583,4.9234109 52.3863372,4.9239699 52.3868254,4.9240505 52.3872284,4.9231461 52.3863583))";"POLYGON((52.3863583 4.9231461,52.3863372 4.9234109,52.3868254 4.9239699,52.3872284 4.9240505,52.3863583 4.9231461))";4.9235983;52.3867828;
52;4518;"4518-5271";"POLYGON((4.9798586 52.2904928,4.9798196 52.2926207,4.9746586 52.2927585,4.9676562 52.2911357,4.9697526 52.288512,4.9706838 52.2888017,4.9708661 52.289034,4.9724607 52.2899384,4.97278 52.2901494,4.9735071 52.2907619,4.9740624 52.2912921,4.9742339 52.2914039,4.9749024 52.2917444,4.975695 52.2919188,4.9764266 52.2920522,4.9771587 52.2921381,4.9778922 52.2920658,4.9784549 52.2917568,4.9786291 52.2916417,4.9793677 52.2909966,4.9798586 52.2904928))";"POLYGON((52.2904928 4.9798586,52.2926207 4.9798196,52.2927585 4.9746586,52.2911357 4.9676562,52.288512 4.9697526,52.2888017 4.9706838,52.289034 4.9708661,52.2899384 4.9724607,52.2901494 4.97278,52.2907619 4.9735071,52.2912921 4.9740624,52.2914039 4.9742339,52.2917444 4.9749024,52.2919188 4.975695,52.2920522 4.9764266,52.2921381 4.9771587,52.2920658 4.9778922,52.2917568 4.9784549,52.2916417 4.9786291,52.2909966 4.9793677,52.2904928 4.9798586))";4.9737574;52.29063525;
53;4518;"4518-5271";"POLYGON((4.9721689 52.2953805,4.971998 52.2954155,4.9712643 52.2954895,4.9705314 52.2954995,4.9697987 52.2954741,4.9690668 52.2953693,4.9689142 52.2953185,4.9684742 52.2948675,4.9684406 52.2947731,4.9721689 52.2953805))";"POLYGON((52.2953805 4.9721689,52.2954155 4.971998,52.2954895 4.9712643,52.2954995 4.9705314,52.2954741 4.9697987,52.2953693 4.9690668,52.2953185 4.9689142,52.2948675 4.9684742,52.2947731 4.9684406,52.2953805 4.9721689))";4.97030475;52.2951363;
54;4518;"4518-5271";"POLYGON((4.9804136 52.2929546,4.9803799 52.2931115,4.9801603 52.2935602,4.9800763 52.2936575,4.9795725 52.2940075,4.9793394 52.2940967,4.9786061 52.2941395,4.9782089 52.2940028,4.9778753 52.2939146,4.9769681 52.2935491,4.9764142 52.2934029,4.9756825 52.2932664,4.9749497 52.2932724,4.9748973 52.2932928,4.9748972 52.2931582,4.9804136 52.2929546))";"POLYGON((52.2929546 4.9804136,52.2931115 4.9803799,52.2935602 4.9801603,52.2936575 4.9800763,52.2940075 4.9795725,52.2940967 4.9793394,52.2941395 4.9786061,52.2940028 4.9782089,52.2939146 4.9778753,52.2935491 4.9769681,52.2934029 4.9764142,52.2932664 4.9756825,52.2932724 4.9749497,52.2932928 4.9748973,52.2931582 4.9748972,52.2929546 4.9804136))";4.9776554;52.29354705;
55;4518;"4518-5271";"POLYGON((4.9661264 52.2926182,4.9670075 52.2913591,4.9743911 52.293081,4.9743912 52.2934896,4.9742139 52.2935724,4.9738819 52.2939878,4.9736281 52.2944363,4.9734708 52.2946759,4.9733026 52.2948846,4.9728027 52.2951985,4.9683479 52.2945127,4.9680661 52.2939673,4.967728 52.2935168,4.9676193 52.2934089,4.9671104 52.2930652,4.9668907 52.2929483,4.9661264 52.2926182))";"POLYGON((52.2926182 4.9661264,52.2913591 4.9670075,52.293081 4.9743911,52.2934896 4.9743912,52.2935724 4.9742139,52.2939878 4.9738819,52.2944363 4.9736281,52.2946759 4.9734708,52.2948846 4.9733026,52.2951985 4.9728027,52.2945127 4.9683479,52.2939673 4.9680661,52.2935168 4.967728,52.2934089 4.9676193,52.2930652 4.9671104,52.2929483 4.9668907,52.2926182 4.9661264))";4.9702588;52.2932788;
56;9035;"9035-11294";"POLYGON((4.9443659 52.3540984,4.9442952 52.354204,4.9435599 52.3543559,4.9428265 52.3542802,4.9420939 52.3541591,4.9418905 52.3540892,4.9413633 52.3538266,4.9408861 52.353636,4.9406337 52.3533954,4.939901 52.3532933,4.9396565 52.353182,4.9394523 52.3527318,4.9399073 52.3526557,4.9402034 52.3527347,4.9406379 52.3529853,4.9413704 52.3531218,4.9421018 52.3533655,4.9430636 52.3536442,4.9435645 52.3538821,4.9442967 52.3540515,4.9443659 52.3540984))";"POLYGON((52.3540984 4.9443659,52.354204 4.9442952,52.3543559 4.9435599,52.3542802 4.9428265,52.3541591 4.9420939,52.3540892 4.9418905,52.3538266 4.9413633,52.353636 4.9408861,52.3533954 4.9406337,52.3532933 4.939901,52.353182 4.9396565,52.3527318 4.9394523,52.3526557 4.9399073,52.3527347 4.9402034,52.3529853 4.9406379,52.3531218 4.9413704,52.3533655 4.9421018,52.3536442 4.9430636,52.3538821 4.9435645,52.3540515 4.9442967,52.3540984 4.9443659))";4.9419091;52.3535058;
57;4518;"4518-5271";"POLYGON((4.8276212 52.3506157,4.8276729 52.3489884,4.8278592 52.3491127,4.8283164 52.3495642,4.8286257 52.350015,4.8283414 52.3504632,4.8276212 52.3506157))";"POLYGON((52.3506157 4.8276212,52.3489884 4.8276729,52.3491127 4.8278592,52.3495642 4.8283164,52.350015 4.8286257,52.3504632 4.8283414,52.3506157 4.8276212))";4.82812345;52.34980205;
58;5271;"5271-6024";"POLYGON((4.7732798 52.3492924,4.7733189 52.3492054,4.7735214 52.3491214,4.7740974 52.3491898,4.7742492 52.3492973,4.7746291 52.3497488,4.7740858 52.350026,4.7736434 52.3497436,4.7733601 52.349432,4.7732798 52.3492924))";"POLYGON((52.3492924 4.7732798,52.3492054 4.7733189,52.3491214 4.7735214,52.3491898 4.7740974,52.3492973 4.7742492,52.3497488 4.7746291,52.350026 4.7740858,52.3497436 4.7736434,52.349432 4.7733601,52.3492924 4.7732798))";4.77395445;52.3495737;
59;4518;"4518-5271";"POLYGON((4.8042683 52.3428012,4.8041414 52.3427072,4.8042709 52.3426037,4.8049851 52.3427113,4.8042683 52.3428012))";"POLYGON((52.3428012 4.8042683,52.3427072 4.8041414,52.3426037 4.8042709,52.3427113 4.8049851,52.3428012 4.8042683))";4.80456325;52.34270245;
60;9035;"9035-11294";"POLYGON((4.9217249 52.3526637,4.9215592 52.3527758,4.9208244 52.3528645,4.9200911 52.3528042,4.9196471 52.3526555,4.9195851 52.3522059,4.9201002 52.3519303,4.92047 52.3519428,4.9216074 52.352452,4.9217249 52.3526637))";"POLYGON((52.3526637 4.9217249,52.3527758 4.9215592,52.3528645 4.9208244,52.3528042 4.9200911,52.3526555 4.9196471,52.3522059 4.9195851,52.3519303 4.9201002,52.3519428 4.92047,52.352452 4.9216074,52.3526637 4.9217249))";4.920655;52.3523974;
61;11294;"> 11294";"POLYGON((4.9063612 52.4168635,4.906187 52.4170067,4.9054521 52.4170061,4.9050831 52.4168583,4.9053183 52.4165704,4.9056313 52.416511,4.9056472 52.4164653,4.9061909 52.4166468,4.9063612 52.4168635))";"POLYGON((52.4168635 4.9063612,52.4170067 4.906187,52.4170061 4.9054521,52.4168583 4.9050831,52.4165704 4.9053183,52.416511 4.9056313,52.4164653 4.9056472,52.4166468 4.9061909,52.4168635 4.9063612))";4.90572215;52.416736;
62;11294;"> 11294";"POLYGON((4.945565 52.3878342,4.9459253 52.3875995,4.9472104 52.3866691,4.9478087 52.3861921,4.9500062 52.386239,4.9499139 52.3866251,4.9492412 52.3877956,4.9483664 52.3878667,4.9476318 52.3878827,4.945565 52.3878342))";"POLYGON((52.3878342 4.945565,52.3875995 4.9459253,52.3866691 4.9472104,52.3861921 4.9478087,52.386239 4.9500062,52.3866251 4.9499139,52.3877956 4.9492412,52.3878667 4.9483664,52.3878827 4.9476318,52.3878342 4.945565))";4.9477856;52.3870374;
63;9035;"9035-11294";"POLYGON((4.9017484 52.374674,4.9004863 52.3721398,4.9004983 52.3720506,4.9006401 52.3719025,4.9008046 52.371611,4.9009458 52.3714543,4.9010226 52.3710052,4.9013859 52.3705574,4.9015506 52.3705172,4.9022438 52.3705514,4.9057632 52.3720792,4.903187 52.3735032,4.902662 52.3743164,4.9028201 52.374748,4.90224 52.3746258,4.9017484 52.374674))";"POLYGON((52.374674 4.9017484,52.3721398 4.9004863,52.3720506 4.9004983,52.3719025 4.9006401,52.371611 4.9008046,52.3714543 4.9009458,52.3710052 4.9010226,52.3705574 4.9013859,52.3705172 4.9015506,52.3705514 4.9022438,52.3720792 4.9057632,52.3735032 4.903187,52.3743164 4.902662,52.374748 4.9028201,52.3746258 4.90224,52.374674 4.9017484))";4.90312475;52.3726326;
64;9035;"9035-11294";"POLYGON((4.9074897 52.3728129,4.9060457 52.3736412,4.904728 52.374347,4.903876 52.3737588,4.9064107 52.3723472,4.9074897 52.3728129))";"POLYGON((52.3728129 4.9074897,52.3736412 4.9060457,52.374347 4.904728,52.3737588 4.903876,52.3723472 4.9064107,52.3728129 4.9074897))";4.90568285;52.3733471;
65;9035;"9035-11294";"POLYGON((4.9013408 52.3747107,4.9007701 52.3747553,4.9005882 52.3745985,4.9000408 52.3743003,4.8995232 52.3736954,4.8994126 52.3732456,4.8997164 52.3727974,4.8999667 52.3725499,4.9005952 52.3732655,4.9013408 52.3747107))";"POLYGON((52.3747107 4.9013408,52.3747553 4.9007701,52.3745985 4.9005882,52.3743003 4.9000408,52.3736954 4.8995232,52.3732456 4.8994126,52.3727974 4.8997164,52.3725499 4.8999667,52.3732655 4.9005952,52.3747107 4.9013408))";4.9003767;52.3736526;
66;9035;"9035-11294";"POLYGON((4.9086743 52.372276,4.9079368 52.3725303,4.9069507 52.372065,4.9069203 52.3720144,4.9077522 52.3714552,4.9086037 52.37101,4.9084367 52.37094,4.9087772 52.3710368,4.9088733 52.3714866,4.9087019 52.3719353,4.9086743 52.372276))";"POLYGON((52.372276 4.9086743,52.3725303 4.9079368,52.372065 4.9069507,52.3720144 4.9069203,52.3714552 4.9077522,52.37101 4.9086037,52.37094 4.9084367,52.3710368 4.9087772,52.3714866 4.9088733,52.3719353 4.9087019,52.372276 4.9086743))";4.9078968;52.37173515;
67;9035;"9035-11294";"POLYGON((4.9041975 52.3708903,4.9044834 52.3708786,4.9052201 52.3706457,4.9059548 52.3705916,4.9069814 52.3706875,4.9074179 52.3708725,4.9072927 52.370992,4.9076835 52.3711264,4.9071639 52.3714465,4.9064165 52.37181,4.9041975 52.3708903))";"POLYGON((52.3708903 4.9041975,52.3708786 4.9044834,52.3706457 4.9052201,52.3705916 4.9059548,52.3706875 4.9069814,52.3708725 4.9074179,52.370992 4.9072927,52.3711264 4.9076835,52.3714465 4.9071639,52.37181 4.9064165,52.3708903 4.9041975))";4.9059405;52.3712008;
68;7529;"7529-9035";"POLYGON((4.8725951 52.3735817,4.872726 52.3731329,4.8727901 52.3730055,4.8743107 52.3733105,4.8741864 52.3735886,4.8743456 52.3740383,4.8743505 52.3742157,4.8730819 52.3745258,4.8730244 52.3744823,4.8726763 52.3740314,4.8725951 52.3735817))";"POLYGON((52.3735817 4.8725951,52.3731329 4.872726,52.3730055 4.8727901,52.3733105 4.8743107,52.3735886 4.8741864,52.3740383 4.8743456,52.3742157 4.8743505,52.3745258 4.8730819,52.3744823 4.8730244,52.3740314 4.8726763,52.3735817 4.8725951))";4.8734728;52.37376565;
69;7529;"7529-9035";"POLYGON((4.8731644 52.3725539,4.8736315 52.3722869,4.8739089 52.3723253,4.8739169 52.3723887,4.8740817 52.3726515,4.8744554 52.372967,4.8743969 52.3730952,4.8736167 52.3729322,4.873441 52.3728698,4.8733243 52.3727922,4.8731644 52.3725539))";"POLYGON((52.3725539 4.8731644,52.3722869 4.8736315,52.3723253 4.8739089,52.3723887 4.8739169,52.3726515 4.8740817,52.372967 4.8744554,52.3730952 4.8743969,52.3729322 4.8736167,52.3728698 4.873441,52.3727922 4.8733243,52.3725539 4.8731644))";4.8738099;52.37269105;
70;7529;"7529-9035";"POLYGON((4.8732248 52.374634,4.8743551 52.374377,4.8743395 52.3745666,4.8736012 52.3749189,4.8732248 52.374634))";"POLYGON((52.374634 4.8732248,52.374377 4.8743551,52.3745666 4.8743395,52.3749189 4.8736012,52.374634 4.8732248))";4.87378995;52.37464795;
71;6024;"6024-6776";"POLYGON((5.0340053 52.3079797,5.0337173 52.3078944,5.0328041 52.3077164,5.0313184 52.3076245,5.0314217 52.3072218,5.0322391 52.306865,5.0324282 52.3064538,5.0342549 52.3067923,5.0342395 52.3069323,5.0348701 52.3070892,5.0348425 52.3072168,5.0344874 52.3076651,5.0341988 52.3078729,5.0340053 52.3079797))";"POLYGON((52.3079797 5.0340053,52.3078944 5.0337173,52.3077164 5.0328041,52.3076245 5.0313184,52.3072218 5.0314217,52.306865 5.0322391,52.3064538 5.0324282,52.3067923 5.0342549,52.3069323 5.0342395,52.3070892 5.0348701,52.3072168 5.0348425,52.3076651 5.0344874,52.3078729 5.0341988,52.3079797 5.0340053))";5.03309425;52.30721675;
72;6024;"6024-6776";"POLYGON((5.0294554 52.3079468,5.0310875 52.3078953,5.0327732 52.3079968,5.033605 52.3081795,5.0334628 52.3082392,5.032728 52.3084441,5.031994 52.3085467,5.0312609 52.3085473,5.0305287 52.3084221,5.0297976 52.3081583,5.0294554 52.3079468))";"POLYGON((52.3079468 5.0294554,52.3078953 5.0310875,52.3079968 5.0327732,52.3081795 5.033605,52.3082392 5.0334628,52.3084441 5.032728,52.3085467 5.031994,52.3085473 5.0312609,52.3084221 5.0305287,52.3081583 5.0297976,52.3079468 5.0294554))";5.0315302;52.3082213;
73;6024;"6024-6776";"POLYGON((5.0440968 52.3033301,5.0444991 52.3031451,5.0452341 52.3028955,5.0459683 52.3027412,5.0467013 52.3027638,5.0474325 52.3029969,5.0478732 52.3032102,5.0481627 52.3033844,5.0492305 52.3041129,5.0495051 52.3043457,5.0489345 52.3046449,5.0485367 52.3043372,5.047881 52.3041162,5.0471528 52.3040265,5.0458949 52.3040755,5.0451377 52.3040558,5.0442265 52.3035801,5.0440968 52.3033301))";"POLYGON((52.3033301 5.0440968,52.3031451 5.0444991,52.3028955 5.0452341,52.3027412 5.0459683,52.3027638 5.0467013,52.3029969 5.0474325,52.3032102 5.0478732,52.3033844 5.0481627,52.3041129 5.0492305,52.3043457 5.0495051,52.3046449 5.0489345,52.3043372 5.0485367,52.3041162 5.047881,52.3040265 5.0471528,52.3040755 5.0458949,52.3040558 5.0451377,52.3035801 5.0442265,52.3033301 5.0440968))";5.04680095;52.30369305;
74;6024;"6024-6776";"POLYGON((5.0425737 52.3062553,5.0427348 52.3061602,5.0444122 52.3054642,5.0453003 52.3052039,5.0462259 52.3056271,5.0464386 52.3058554,5.0462942 52.3060302,5.0444427 52.3070937,5.0443156 52.3071802,5.0437371 52.3069239,5.0430072 52.3064831,5.0425737 52.3062553))";"POLYGON((52.3062553 5.0425737,52.3061602 5.0427348,52.3054642 5.0444122,52.3052039 5.0453003,52.3056271 5.0462259,52.3058554 5.0464386,52.3060302 5.0462942,52.3070937 5.0444427,52.3071802 5.0443156,52.3069239 5.0437371,52.3064831 5.0430072,52.3062553 5.0425737))";5.04450615;52.30619205;
75;6024;"6024-6776";"POLYGON((5.0455038 52.3071556,5.0465477 52.3065391,5.046811 52.3068345,5.0455038 52.3071556))";"POLYGON((52.3071556 5.0455038,52.3065391 5.0465477,52.3068345 5.046811,52.3071556 5.0455038))";5.0461574;52.30684735;
76;6024;"6024-6776";"POLYGON((5.0423739 52.3061518,5.0417852 52.305889,5.0415467 52.3057358,5.0412111 52.3054379,5.0412603 52.3049887,5.0416104 52.3046539,5.0420431 52.3050455,5.0433628 52.3044186,5.0463587 52.3050842,5.0459995 52.3053548,5.0452442 52.3050723,5.0448584 52.3050712,5.0439122 52.3054276,5.0423739 52.3061518))";"POLYGON((52.3061518 5.0423739,52.305889 5.0417852,52.3057358 5.0415467,52.3054379 5.0412111,52.3049887 5.0412603,52.3046539 5.0416104,52.3050455 5.0420431,52.3044186 5.0433628,52.3050842 5.0463587,52.3053548 5.0459995,52.3050723 5.0452442,52.3050712 5.0448584,52.3054276 5.0439122,52.3061518 5.0423739))";5.0437849;52.3052852;
77;6776;"6776-7529";"POLYGON((4.9782843 52.3592057,4.9787467 52.3587892,4.9796994 52.3592225,4.9804725 52.3585839,4.9815744 52.3590383,4.9809447 52.3591969,4.9802098 52.359294,4.9794756 52.359322,4.9787421 52.3592659,4.9782843 52.3592057))";"POLYGON((52.3592057 4.9782843,52.3587892 4.9787467,52.3592225 4.9796994,52.3585839 4.9804725,52.3590383 4.9815744,52.3591969 4.9809447,52.359294 4.9802098,52.359322 4.9794756,52.3592659 4.9787421,52.3592057 4.9782843))";4.97992935;52.35895295;
78;6776;"6776-7529";"POLYGON((4.9176746 52.4078645,4.9152057 52.4089938,4.914597 52.4085523,4.9141959 52.4082148,4.9143667 52.4080439,4.9145536 52.4079089,4.9151061 52.4076231,4.9158432 52.4073921,4.9165785 52.407354,4.9171673 52.4074699,4.9173115 52.4075123,4.9176746 52.4078645))";"POLYGON((52.4078645 4.9176746,52.4089938 4.9152057,52.4085523 4.914597,52.4082148 4.9141959,52.4080439 4.9143667,52.4079089 4.9145536,52.4076231 4.9151061,52.4073921 4.9158432,52.407354 4.9165785,52.4074699 4.9171673,52.4075123 4.9173115,52.4078645 4.9176746))";4.91593525;52.4081739;
79;6776;"6776-7529";"POLYGON((4.9155967 52.4094178,4.917739 52.4084304,4.9175114 52.4088194,4.9172958 52.408998,4.9167703 52.4092659,4.9165574 52.4093432,4.9158216 52.4094313,4.9155967 52.4094178))";"POLYGON((52.4094178 4.9155967,52.4084304 4.917739,52.4088194 4.9175114,52.408998 4.9172958,52.4092659 4.9167703,52.4093432 4.9165574,52.4094313 4.9158216,52.4094178 4.9155967))";4.91666785;52.40893085;
80;6776;"6776-7529";"POLYGON((4.9146537 52.40929,4.9145056 52.4092568,4.9143545 52.4091887,4.9139371 52.4088052,4.9140545 52.4083562,4.9140855 52.4083252,4.9145433 52.4086798,4.9149311 52.4090486,4.9148775 52.4091761,4.9146537 52.40929))";"POLYGON((52.40929 4.9146537,52.4092568 4.9145056,52.4091887 4.9143545,52.4088052 4.9139371,52.4083562 4.9140545,52.4083252 4.9140855,52.4086798 4.9145433,52.4090486 4.9149311,52.4091761 4.9148775,52.40929 4.9146537))";4.9144341;52.4088076;
81;6776;"6776-7529";"POLYGON((4.9098665 52.3481737,4.9091312 52.348317,4.9083972 52.348324,4.9078536 52.3481146,4.9082963 52.3476671,4.9091408 52.3474102,4.9095989 52.3472229,4.9098774 52.34715,4.9100991 52.347139,4.9107632 52.3472315,4.9106758 52.3476766,4.9106047 52.3477488,4.9099842 52.3481232,4.9098665 52.3481737))";"POLYGON((52.3481737 4.9098665,52.348317 4.9091312,52.348324 4.9083972,52.3481146 4.9078536,52.3476671 4.9082963,52.3474102 4.9091408,52.3472229 4.9095989,52.34715 4.9098774,52.347139 4.9100991,52.3472315 4.9107632,52.3476766 4.9106758,52.3477488 4.9106047,52.3481232 4.9099842,52.3481737 4.9098665))";4.9093084;52.3477315;
